id,intent,user_input,bot_response,timestamp,confidence_score,conversation_id
1789,greeting,howdy,Hello there!,2024-12-14T09:21:35.628383,0.98,1560
1790,greeting,hii,Hello! How may I help you?,2024-11-24T14:08:16.628383,0.95,1560
1791,greeting,hello,Hi there!,2024-12-04T07:22:13.628383,0.97,1561
1792,product_inquiry,Price of camera?,camera is available. Priced at $617 with free shipping.,2024-12-02T13:35:59.628383,0.81,1561
1793,product_inquiry,Do you have laptop in stock?,"Yes, laptop is in stock. The price is $494 and gift wrapping.",2024-12-16T15:19:23.628383,0.89,1561
1794,greeting,hi!,Hello! What brings you here?,2024-11-27T11:24:57.628383,0.96,1562
1795,payment_issue,Payment failed for purchase,"To resolve payment for purchase, try verify billing address. If needed, contact your bank.",2024-11-25T03:27:02.628383,0.75,1562
1796,technical_support,How to fix login,"For login issues: First restart the device, then try safe mode.",2024-12-16T22:51:57.628383,0.93,1562
1797,greeting,hii,Hey! What's up?,2024-12-04T14:59:34.628383,0.96,1563
1798,technical_support,Help with login,"For login issues: First check settings, then try safe mode.",2024-11-29T12:32:56.628383,0.87,1563
1799,order_status,Order #12965 status please,Your order #12965 is shipped. Estimated delivery: next week.,2024-11-30T22:11:12.628383,0.94,1563
1800,order_status,Can you check status of order #12379,Your order #12379 is in transit. Estimated delivery: by end of week.,2024-12-15T20:48:14.628383,0.86,1563
1801,goodbye,catch you later,Bye for now!,2024-12-13T19:45:35.628383,0.91,1563
1802,greeting,hii,Hey! What's up?,2024-12-09T03:53:35.628383,0.95,1564
1803,payment_issue,Payment error order,"To resolve payment for order, try try another payment method. If needed, try again in 1 hour.",2024-12-19T18:29:16.628383,0.93,1564
1804,payment_issue,Can't pay for service,"To resolve payment for service, try verify billing address. If needed, try again in 1 hour.",2024-12-08T21:42:15.628383,0.86,1564
1805,greeting,hi there,Hi there! Need any help?,2024-12-11T13:49:33.628383,0.98,1565
1806,order_status,Where is my order #57320?,I've checked order #57320. Status: shipped. Expected arrival: next week.,2024-12-16T11:15:35.628383,0.81,1565
1807,order_status,Track order #82430,Order #82430 is currently shipped. Should arrive next week.,2024-11-24T22:33:40.628383,0.92,1565
1808,greeting,greetings,Hello there!,2024-12-19T15:37:37.628383,0.98,1566
1809,order_status,Track order #40897,Order #40897 is currently in transit. Should arrive tomorrow.,2024-12-18T19:17:08.628383,0.76,1566
1810,greeting,howdy,Hello!,2024-11-27T14:54:22.628383,0.98,1566
1811,technical_support,app not working,"I can help with app. Start by clear cache, followed by reset to defaults.",2024-12-16T01:01:22.628383,0.87,1566
1812,greeting,hello,Hi there! Need any help?,2024-11-29T21:49:10.628383,0.96,1567
1813,greeting,evening,Hi! How can I help?,2024-11-22T13:54:23.628383,0.98,1567
1814,greeting,evening,Hey! How can I assist you?,2024-11-27T22:22:43.628383,0.98,1568
1815,goodbye,ttyl,Bye!,2024-11-28T11:02:43.628383,0.98,1568
1816,technical_support,Issue with app,"I can help with app. Start by clear cache, followed by try safe mode.",2024-12-05T06:52:06.628383,0.95,1568
1817,greeting,sup,Hello there!,2024-11-23T06:14:58.628383,0.98,1569
1818,technical_support,How to fix bluetooth,"I can help with bluetooth. Start by restart the device, followed by contact support.",2024-12-05T17:19:14.628383,0.94,1569
1819,product_inquiry,Do you have speaker in stock?,speaker is available. Priced at $345 with gift wrapping.,2024-12-13T05:24:08.628383,0.93,1569
1820,greeting,hello hello,Hey!,2024-12-11T23:12:05.628383,0.95,1570
1821,order_status,I need update on order #71220,Your order #71220 is in transit. Estimated delivery: tomorrow.,2024-12-10T20:12:51.628383,0.91,1570
1822,product_inquiry,I'm looking for headphones,headphones is available. Priced at $484 with 1-year warranty.,2024-11-25T01:39:49.628383,0.8,1570
1823,goodbye,bai,Take care!,2024-11-25T02:01:54.628383,0.97,1570
1824,goodbye,bai,Goodbye!,2024-12-06T05:45:57.628383,0.98,1570
1825,greeting,hello!,Hello! What brings you here?,2024-12-21T02:22:57.628383,0.95,1571
1826,technical_support,Help with login,"For login issues: First update software, then contact support.",2024-12-11T21:22:24.628383,0.77,1571
1827,greeting,hiya,Hey! How can I assist you?,2024-12-13T01:16:52.628383,0.99,1572
1828,product_inquiry,I'm looking for tablet,tablet is available. Priced at $533 with free shipping.,2024-11-23T08:42:29.628383,0.87,1572
1829,payment_issue,Can't pay for order,"I'll help with your order payment. First try another payment method, then clear browser cache.",2024-12-16T07:32:29.628383,0.76,1572
1830,payment_issue,Payment failed for service,"To resolve payment for service, try check card details. If needed, contact your bank.",2024-12-15T05:09:20.628383,0.89,1572
1831,greeting,hey there,Hey there!,2024-12-05T11:13:40.628383,0.96,1573
1832,technical_support,How to fix bluetooth,"I can help with bluetooth. Start by check settings, followed by reset to defaults.",2024-11-27T19:41:53.628383,0.9,1573
1833,greeting,yo,Hey!,2024-12-13T03:34:27.628383,0.98,1574
1834,goodbye,peace,Take care!,2024-12-10T12:12:40.628383,0.97,1574
1835,order_status,Can you check status of order #36751,Order #36751 is currently shipped. Should arrive by end of week.,2024-12-20T04:04:43.628383,0.77,1574
1836,goodbye,later,Bye for now!,2024-11-23T02:35:15.628383,0.97,1574
1837,technical_support,Issue with bluetooth,"To fix bluetooth, try: restart the device. If that doesn't work, reset to defaults.",2024-12-16T12:38:56.628383,0.93,1574
1838,greeting,afternoon,Hey!,2024-11-30T21:23:25.628383,0.97,1575
1839,technical_support,login not working,"For login issues: First check settings, then reset to defaults.",2024-12-22T07:55:55.628383,0.87,1575
1840,payment_issue,Issue paying order,"I'll help with your order payment. First verify billing address, then clear browser cache.",2024-12-07T14:34:16.628383,0.78,1575
1841,greeting,afternoon,Hello! How may I help you?,2024-12-14T17:55:41.628383,0.97,1576
1842,technical_support,Issue with wifi,"To fix wifi, try: restart the device. If that doesn't work, contact support.",2024-12-09T06:51:31.628383,0.77,1576
1843,greeting,hey there,Hi!,2024-12-19T14:09:51.628383,0.99,1576
1844,payment_issue,Problem paying order,"For the payment issue with order, please check card details. Then clear browser cache.",2024-12-14T23:23:32.628383,0.78,1576
1845,greeting,hi,Hello! What brings you here?,2024-11-25T06:38:02.628383,0.98,1577
1846,technical_support,Problem with login,"For login issues: First update software, then contact support.",2024-11-25T06:39:53.628383,0.86,1577
1847,greeting,heyy,Hello! How may I help you?,2024-12-02T20:03:11.628383,0.97,1578
1848,product_inquiry,Do you have camera in stock?,"Yes, camera is in stock. The price is $586 and 1-year warranty.",2024-11-28T10:31:26.628383,0.92,1578
1849,greeting,hey there,Hi! How can I help?,2024-12-07T20:49:03.628383,0.97,1579
1850,order_status,I need update on order #92186,I've checked order #92186. Status: shipped. Expected arrival: next week.,2024-12-16T01:08:26.628383,0.82,1579
1851,technical_support,Help with wifi,"To fix wifi, try: restart the device. If that doesn't work, try safe mode.",2024-11-28T14:25:08.628383,0.93,1579
1852,greeting,hey hey,Hey! How can I assist you?,2024-12-07T10:25:06.628383,0.95,1580
1853,product_inquiry,Price of tablet?,tablet is available. Priced at $117 with 1-year warranty.,2024-12-21T19:37:46.628383,0.82,1580
1854,greeting,afternoon,Hey there!,2024-11-29T10:15:18.628383,0.99,1581
1855,goodbye,good night,See you later!,2024-12-20T17:26:31.628383,0.95,1581
1856,order_status,Where is my order #48600?,I've checked order #48600. Status: out for delivery. Expected arrival: next week.,2024-12-14T12:02:28.628383,0.8,1581
1857,greeting,hii,Hello! How may I help you?,2024-12-17T07:49:50.628383,0.97,1582
1858,payment_issue,Payment failed for order,"I'll help with your order payment. First try another payment method, then clear browser cache.",2024-12-04T14:44:49.628383,0.81,1582
1859,payment_issue,Problem paying service,"For the payment issue with service, please check card details. Then try again in 1 hour.",2024-11-24T15:20:40.628383,0.94,1582
1860,greeting,hiya,Hey! What's up?,2024-12-19T21:30:02.628383,0.99,1583
1861,product_inquiry,Do you have camera in stock?,camera is available. Priced at $332 with 1-year warranty.,2024-12-16T15:55:57.628383,0.85,1583
1862,order_status,Order #77581 status please,Order #77581 is currently in transit. Should arrive tomorrow.,2024-12-01T18:29:37.628383,0.83,1583
1863,greeting,hi there,Hey there!,2024-12-08T11:41:30.628383,0.97,1584
1864,payment_issue,Can't pay for service,"I'll help with your service payment. First check card details, then try again in 1 hour.",2024-11-25T17:57:11.628383,0.86,1584
1865,payment_issue,Payment failed for order,"For the payment issue with order, please verify billing address. Then try again in 1 hour.",2024-12-08T04:13:31.628383,0.83,1584
1866,greeting,hey,Hey!,2024-12-02T04:37:36.628383,0.97,1585
1867,payment_issue,Issue paying subscription,"For the payment issue with subscription, please check card details. Then clear browser cache.",2024-11-25T00:52:48.628383,0.94,1585
1868,payment_issue,Problem paying order,"For the payment issue with order, please try another payment method. Then clear browser cache.",2024-11-24T20:41:21.628383,0.77,1585
1869,greeting,sup,Hello!,2024-12-09T07:17:02.628383,0.97,1586
1870,greeting,sup,Hi there!,2024-11-27T03:52:13.628383,0.98,1586
1871,greeting,hey there,Hello! How may I help you?,2024-12-03T16:10:15.628383,0.97,1586
1872,greeting,morning,Hi!,2024-12-06T16:17:37.628383,0.97,1587
1873,goodbye,bye!,Goodbye!,2024-12-13T10:38:47.628383,0.99,1587
1874,goodbye,bai,Bye for now!,2024-12-13T13:26:34.628383,0.95,1587
1875,goodbye,catch you later,Bye bye!,2024-12-17T03:14:21.628383,0.95,1587
1876,greeting,hii,Hi! How can I help?,2024-11-27T22:36:22.628383,0.97,1588
1877,product_inquiry,Do you have laptop in stock?,We have laptop. It costs $260 and comes with 1-year warranty.,2024-11-27T02:40:00.628383,0.77,1588
1878,technical_support,Issue with wifi,"To fix wifi, try: restart the device. If that doesn't work, try safe mode.",2024-12-02T21:12:17.628383,0.77,1588
1879,goodbye,ok bye,"Goodbye, take care!",2024-12-08T09:11:19.628383,0.96,1588
1880,goodbye,bye!,Bye bye!,2024-12-19T20:02:16.628383,0.97,1588
1881,greeting,morning,Hello! What brings you here?,2024-12-03T14:31:29.628383,0.97,1589
1882,product_inquiry,I'm looking for monitor,We have monitor. It costs $938 and comes with 20% discount.,2024-12-15T16:49:03.628383,0.86,1589
1883,order_status,Where is my order #20140?,Your order #20140 is processing. Estimated delivery: in 2 days.,2024-12-03T08:32:57.628383,0.86,1589
1884,order_status,Where is my order #53110?,Order #53110 is currently processing. Should arrive by end of week.,2024-12-07T21:06:21.628383,0.86,1589
1885,greeting,hiya,Hey! What's up?,2024-11-23T11:19:43.628383,0.96,1590
1886,technical_support,How to fix update,"I can help with update. Start by restart the device, followed by reset to defaults.",2024-11-26T16:19:39.628383,0.92,1590
1887,technical_support,Help with login,"For login issues: First check settings, then reset to defaults.",2024-12-19T00:16:01.628383,0.94,1590
1888,greeting,hi,Hi!,2024-12-05T22:53:05.628383,0.97,1591
1889,payment_issue,Payment error order,"For the payment issue with order, please check card details. Then contact your bank.",2024-12-09T06:21:53.628383,0.83,1591
1890,product_inquiry,Price of speaker?,"Yes, speaker is in stock. The price is $289 and gift wrapping.",2024-12-10T14:33:05.628383,0.77,1591
1891,goodbye,peace out,Bye for now!,2024-12-13T08:21:56.628383,0.96,1591
1892,greeting,hiya,Hi! How can I help?,2024-12-20T22:54:41.628383,0.96,1592
1893,order_status,Track order #23834,Your order #23834 is in transit. Estimated delivery: tomorrow.,2024-12-01T13:33:46.628383,0.86,1592
1894,greeting,greetings,Hello! What brings you here?,2024-11-25T18:45:02.628383,0.96,1593
1895,product_inquiry,Do you have camera in stock?,camera is available. Priced at $134 with 1-year warranty.,2024-12-12T14:16:17.628383,0.82,1593
1896,greeting,morning,Hello! What brings you here?,2024-12-07T19:22:24.628383,0.97,1594
1897,payment_issue,Payment failed for order,"For the payment issue with order, please check card details. Then try again in 1 hour.",2024-12-01T08:40:57.628383,0.92,1594
1898,order_status,I need update on order #48189,I've checked order #48189. Status: out for delivery. Expected arrival: tomorrow.,2024-12-03T17:27:22.628383,0.81,1594
1899,greeting,hii,Hey there!,2024-11-23T07:44:39.628383,0.96,1595
1900,greeting,hi there,Hello!,2024-12-02T19:16:17.628383,0.97,1595
1901,product_inquiry,Price of headphones?,headphones is available. Priced at $131 with free shipping.,2024-12-12T23:34:32.628383,0.84,1595
1902,greeting,hello,Hello there!,2024-12-06T14:09:40.628383,0.95,1596
1903,payment_issue,Problem paying subscription,"To resolve payment for subscription, try verify billing address. If needed, try again in 1 hour.",2024-12-07T10:35:10.628383,0.91,1596
1904,product_inquiry,Information about mouse,mouse is available. Priced at $609 with gift wrapping.,2024-11-22T17:17:05.628383,0.85,1596
1905,technical_support,Issue with update,"I can help with update. Start by clear cache, followed by try safe mode.",2024-12-15T12:54:13.628383,0.8,1596
1906,greeting,hi there,Hello there!,2024-12-03T00:06:55.628383,0.97,1597
1907,payment_issue,Can't pay for order,"To resolve payment for order, try try another payment method. If needed, try again in 1 hour.",2024-12-13T19:09:05.628383,0.88,1597
1908,greeting,hii,Hi! How can I help?,2024-12-14T06:29:05.628383,0.98,1598
1909,goodbye,bai,Bye for now!,2024-12-17T21:05:55.628383,0.97,1598
1910,product_inquiry,Price of keyboard?,"Yes, keyboard is in stock. The price is $466 and gift wrapping.",2024-12-05T01:05:15.628383,0.75,1598
1911,goodbye,goodbye,Bye!,2024-12-04T03:23:11.628383,0.98,1598
1912,greeting,sup,Hi there! Need any help?,2024-12-01T00:08:52.628383,0.97,1599
1913,greeting,hello hello,Hi! How can I help?,2024-12-03T04:29:29.628383,0.96,1599
1914,order_status,Order #11600 status please,Order #11600 is currently processing. Should arrive next week.,2024-12-06T23:58:28.628383,0.89,1599
1915,greeting,hello hello,Hello! How may I help you?,2024-12-03T14:06:41.628383,0.97,1600
1916,order_status,Can you check status of order #20140,Order #20140 is currently processing. Should arrive in 2 days.,2024-11-26T10:36:27.628383,0.82,1600
1917,greeting,heya,Hello! How may I help you?,2024-11-30T17:42:55.628383,0.96,1601
1918,technical_support,login not working,"I can help with login. Start by update software, followed by contact support.",2024-12-04T04:54:36.628383,0.94,1601
1919,payment_issue,Payment failed for service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-11-26T18:25:17.628383,0.78,1601
1920,product_inquiry,Do you have mouse in stock?,mouse is available. Priced at $772 with gift wrapping.,2024-11-27T11:17:32.628383,0.94,1601
1921,greeting,hi there,Hi there! Need any help?,2024-12-11T11:40:17.628383,0.97,1602
1922,product_inquiry,Do you have tablet in stock?,We have tablet. It costs $917 and comes with 20% discount.,2024-12-22T00:27:07.628383,0.93,1602
1923,greeting,hello hello,Hey there!,2024-12-21T03:56:02.628383,0.96,1603
1924,product_inquiry,Tell me about camera,camera is available. Priced at $336 with 1-year warranty.,2024-11-24T22:40:05.628383,0.86,1603
1925,payment_issue,Can't pay for subscription,"I'll help with your subscription payment. First check card details, then contact your bank.",2024-12-16T20:35:22.628383,0.94,1603
1926,greeting,hey,Hello! How may I help you?,2024-12-19T04:57:49.628383,0.96,1604
1927,product_inquiry,Price of monitor?,We have monitor. It costs $246 and comes with free shipping.,2024-11-27T23:30:44.628383,0.75,1604
1928,technical_support,Problem with bluetooth,"I can help with bluetooth. Start by restart the device, followed by reset to defaults.",2024-12-18T20:42:14.628383,0.9,1604
1929,greeting,hiya,Hi!,2024-12-16T12:30:28.628383,0.99,1605
1930,greeting,hi,Hi there! Need any help?,2024-12-18T03:33:16.628383,0.96,1605
1931,technical_support,Issue with wifi,"To fix wifi, try: update software. If that doesn't work, try safe mode.",2024-12-10T15:51:31.628383,0.8,1605
1932,greeting,hi there,Hello!,2024-12-06T07:38:16.628383,0.95,1606
1933,order_status,Order #54409 status please,Order #54409 is currently shipped. Should arrive next week.,2024-12-02T08:41:18.628383,0.94,1606
1934,greeting,hey there,Hi there!,2024-11-30T06:43:36.628383,0.95,1607
1935,order_status,Order #79752 status please,Your order #79752 is out for delivery. Estimated delivery: in 2 days.,2024-11-27T04:10:34.628383,0.8,1607
1936,order_status,Track order #30388,Order #30388 is currently out for delivery. Should arrive tomorrow.,2024-12-13T01:06:24.628383,0.91,1607
1937,greeting,hello!,Hey! What's up?,2024-12-17T11:30:42.628383,0.97,1608
1938,order_status,Where is my order #82430?,Order #82430 is currently processing. Should arrive tomorrow.,2024-12-17T17:07:09.628383,0.88,1608
1939,order_status,Order #12965 status please,I've checked order #12965. Status: out for delivery. Expected arrival: next week.,2024-12-09T07:56:44.628383,0.8,1608
1940,order_status,Track order #63415,Your order #63415 is in transit. Estimated delivery: next week.,2024-12-01T08:06:39.628383,0.8,1608
1941,order_status,Track order #57782,I've checked order #57782. Status: shipped. Expected arrival: next week.,2024-12-16T16:01:11.628383,0.89,1608
1942,greeting,sup,Hey! What's up?,2024-12-12T12:58:11.628383,0.96,1609
1943,payment_issue,Payment error purchase,"I'll help with your purchase payment. First check card details, then clear browser cache.",2024-12-21T12:42:48.628383,0.77,1609
1944,product_inquiry,Do you have monitor in stock?,We have monitor. It costs $582 and comes with 20% discount.,2024-12-16T10:35:18.628383,0.93,1609
1945,order_status,Can you check status of order #64969,I've checked order #64969. Status: processing. Expected arrival: next week.,2024-11-24T06:51:59.628383,0.75,1609
1946,greeting,hi!,Hi!,2024-12-22T02:49:59.628383,0.97,1610
1947,technical_support,bluetooth not working,"To fix bluetooth, try: check settings. If that doesn't work, contact support.",2024-12-05T19:23:30.628383,0.93,1610
1948,greeting,hello hello,Hi!,2024-12-21T05:38:47.628383,0.98,1611
1949,payment_issue,Problem paying order,"For the payment issue with order, please try another payment method. Then try again in 1 hour.",2024-12-14T18:27:15.628383,0.89,1611
1950,greeting,hey hey,Hello! What brings you here?,2024-12-15T12:27:01.628383,0.95,1612
1951,product_inquiry,Information about mouse,"Yes, mouse is in stock. The price is $752 and 1-year warranty.",2024-12-21T16:46:55.628383,0.87,1612
1952,product_inquiry,Do you have keyboard in stock?,keyboard is available. Priced at $711 with 1-year warranty.,2024-11-28T19:53:33.628383,0.8,1612
1953,greeting,hi hi,Hello! What brings you here?,2024-12-08T12:08:24.628383,0.97,1613
1954,technical_support,wifi not working,"To fix wifi, try: restart the device. If that doesn't work, reset to defaults.",2024-11-29T08:07:25.628383,0.78,1613
1955,technical_support,How to fix bluetooth,"To fix bluetooth, try: clear cache. If that doesn't work, try safe mode.",2024-11-24T20:34:47.628383,0.77,1613
1956,order_status,I need update on order #62925,Order #62925 is currently in transit. Should arrive tomorrow.,2024-12-14T19:25:27.628383,0.93,1613
1957,product_inquiry,Information about speaker,We have speaker. It costs $195 and comes with gift wrapping.,2024-11-24T00:40:43.628383,0.94,1613
1958,greeting,sup,Hello!,2024-12-13T16:51:43.628383,0.95,1614
1959,payment_issue,Payment failed for subscription,"For the payment issue with subscription, please verify billing address. Then try again in 1 hour.",2024-12-07T21:40:16.628383,0.81,1614
1960,payment_issue,Payment failed for purchase,"For the payment issue with purchase, please check card details. Then contact your bank.",2024-12-21T09:49:58.628383,0.9,1614
1961,goodbye,peace out,Have a great day!,2024-12-15T03:11:56.628383,0.98,1614
1962,greeting,greetings,Hi there!,2024-11-28T15:42:04.628383,0.97,1615
1963,goodbye,later,Take care!,2024-12-13T15:51:54.628383,0.96,1615
1964,goodbye,bye!,"Take care, bye!",2024-11-26T02:13:47.628383,0.97,1615
1965,greeting,yo,Hello! How may I help you?,2024-12-11T23:35:38.628383,0.96,1615
1966,payment_issue,Payment error service,"For the payment issue with service, please verify billing address. Then clear browser cache.",2024-12-05T23:03:12.628383,0.82,1615
1967,greeting,howdy,Hello! How may I help you?,2024-11-28T04:11:56.628383,0.96,1616
1968,order_status,I need update on order #39848,Your order #39848 is out for delivery. Estimated delivery: by end of week.,2024-12-05T09:36:47.628383,0.82,1616
1969,greeting,morning,Hi! How can I help?,2024-12-06T09:22:30.628383,0.95,1617
1970,greeting,hey hey,Hey!,2024-11-27T04:06:26.628383,0.95,1617
1971,order_status,I need update on order #11600,I've checked order #11600. Status: processing. Expected arrival: by end of week.,2024-12-14T13:31:06.628383,0.86,1617
1972,greeting,hey there,Hello there!,2024-12-07T00:06:36.628383,0.97,1618
1973,technical_support,Help with update,"I can help with update. Start by check settings, followed by reset to defaults.",2024-11-23T21:44:01.628383,0.86,1618
1974,technical_support,How to fix login,"For login issues: First restart the device, then reset to defaults.",2024-12-06T01:15:19.628383,0.77,1618
1975,product_inquiry,Information about smartwatch,We have smartwatch. It costs $271 and comes with 1-year warranty.,2024-12-03T05:18:09.628383,0.92,1618
1976,goodbye,see ya,Bye!,2024-11-27T09:35:38.628383,0.98,1618
1977,greeting,hey,Hello! What brings you here?,2024-12-18T01:18:48.628383,0.97,1619
1978,product_inquiry,Information about monitor,"Yes, monitor is in stock. The price is $124 and free shipping.",2024-12-17T10:30:11.628383,0.93,1619
1979,greeting,howdy,Hey there!,2024-12-09T09:01:27.628383,0.96,1620
1980,product_inquiry,Price of tablet?,tablet is available. Priced at $463 with gift wrapping.,2024-12-05T09:34:21.628383,0.77,1620
1981,order_status,Order #79066 status please,Your order #79066 is processing. Estimated delivery: tomorrow.,2024-12-08T20:21:07.628383,0.79,1620
1982,greeting,morning,Hey!,2024-12-09T17:27:32.628383,0.97,1621
1983,product_inquiry,Information about tablet,We have tablet. It costs $491 and comes with gift wrapping.,2024-11-30T17:15:58.628383,0.89,1621
1984,greeting,afternoon,Hello there!,2024-12-10T06:16:16.628383,0.95,1622
1985,product_inquiry,Do you have keyboard in stock?,We have keyboard. It costs $215 and comes with gift wrapping.,2024-12-14T02:36:35.628383,0.91,1622
1986,payment_issue,Problem paying service,"For the payment issue with service, please try another payment method. Then try again in 1 hour.",2024-12-08T21:30:37.628383,0.87,1622
1987,goodbye,peace,"Take care, bye!",2024-12-21T23:15:03.628383,0.97,1622
1988,greeting,hello,Hey! What's up?,2024-11-24T04:50:36.628383,0.98,1623
1989,order_status,I need update on order #48453,Your order #48453 is shipped. Estimated delivery: tomorrow.,2024-12-04T10:31:48.628383,0.94,1623
1990,payment_issue,Payment error order,"I'll help with your order payment. First check card details, then contact your bank.",2024-11-29T04:57:05.628383,0.84,1623
1991,greeting,hi there,Hi! How can I help?,2024-11-23T14:34:37.628383,0.99,1623
1992,greeting,hi there,Hi there! Need any help?,2024-12-20T03:13:45.628383,0.98,1624
1993,greeting,howdy,Hey! How can I assist you?,2024-12-15T02:45:44.628383,0.98,1624
1994,order_status,Where is my order #95496?,Order #95496 is currently out for delivery. Should arrive by end of week.,2024-12-15T15:51:49.628383,0.8,1624
1995,greeting,hey there,Hello there!,2024-11-23T10:27:11.628383,0.98,1625
1996,order_status,I need update on order #95496,Your order #95496 is in transit. Estimated delivery: tomorrow.,2024-11-23T22:19:08.628383,0.76,1625
1997,greeting,hello!,Hey! How can I assist you?,2024-12-03T17:25:32.628383,0.98,1625
1998,payment_issue,Can't pay for purchase,"I'll help with your purchase payment. First check card details, then contact your bank.",2024-11-25T18:00:31.628383,0.85,1625
1999,goodbye,byee,"Take care, bye!",2024-12-18T21:18:11.628383,0.98,1625
2000,greeting,hey hey,Hey! What's up?,2024-12-17T06:45:32.628383,0.97,1626
2001,product_inquiry,Price of speaker?,speaker is available. Priced at $466 with 20% discount.,2024-11-28T09:27:47.628383,0.8,1626
2002,payment_issue,Can't pay for purchase,"To resolve payment for purchase, try verify billing address. If needed, contact your bank.",2024-12-19T17:55:15.628383,0.8,1626
2003,goodbye,peace out,Bye for now!,2024-11-26T17:34:23.628383,0.98,1626
2004,greeting,greetings,Hi!,2024-12-17T21:19:20.628383,0.95,1627
2005,order_status,Track order #54409,Order #54409 is currently out for delivery. Should arrive by end of week.,2024-11-26T10:25:51.628383,0.91,1627
2006,payment_issue,Can't pay for order,"I'll help with your order payment. First check card details, then clear browser cache.",2024-11-23T05:47:50.628383,0.9,1627
2007,payment_issue,Payment failed for order,"To resolve payment for order, try try another payment method. If needed, contact your bank.",2024-12-04T02:50:07.628383,0.81,1627
2008,greeting,hi hi,Hello! How may I help you?,2024-12-20T15:10:24.628383,0.96,1628
2009,goodbye,cya,Have a great day!,2024-12-15T16:59:39.628383,0.97,1628
2010,product_inquiry,Price of speaker?,"Yes, speaker is in stock. The price is $640 and 1-year warranty.",2024-12-12T03:37:37.628383,0.89,1628
2011,technical_support,Problem with update,"To fix update, try: check settings. If that doesn't work, reset to defaults.",2024-11-27T01:18:09.628383,0.82,1628
2012,greeting,hi hi,Hi there!,2024-12-18T02:04:21.628383,0.97,1629
2013,payment_issue,Payment error subscription,"For the payment issue with subscription, please check card details. Then clear browser cache.",2024-12-11T16:49:08.628383,0.91,1629
2014,payment_issue,Can't pay for order,"To resolve payment for order, try verify billing address. If needed, contact your bank.",2024-12-21T15:33:44.628383,0.86,1629
2015,greeting,heya,Hi there!,2024-11-24T09:38:06.628383,0.95,1630
2016,product_inquiry,Information about monitor,We have monitor. It costs $360 and comes with free shipping.,2024-12-10T11:42:17.628383,0.85,1630
2017,payment_issue,Payment failed for service,"To resolve payment for service, try check card details. If needed, clear browser cache.",2024-11-23T06:08:52.628383,0.9,1630
2018,greeting,hey there,Hey!,2024-12-16T22:19:57.628383,0.97,1630
2019,product_inquiry,Do you have headphones in stock?,headphones is available. Priced at $169 with gift wrapping.,2024-11-25T00:01:07.628383,0.79,1630
2020,greeting,hey hey,Hello! How may I help you?,2024-11-25T16:18:34.628383,0.99,1631
2021,technical_support,Issue with bluetooth,"I can help with bluetooth. Start by update software, followed by reset to defaults.",2024-11-30T13:35:42.628383,0.85,1631
2022,greeting,hi there,Hey! What's up?,2024-11-27T03:05:55.628383,0.99,1632
2023,order_status,Track order #52487,Order #52487 is currently in transit. Should arrive next week.,2024-12-09T22:41:25.628383,0.88,1632
2024,greeting,hiya,Hi there! Need any help?,2024-11-26T16:56:28.628383,0.98,1633
2025,order_status,Can you check status of order #93162,Your order #93162 is shipped. Estimated delivery: in 2 days.,2024-12-07T22:42:37.628383,0.82,1633
2026,greeting,hi,Hi there! Need any help?,2024-12-08T18:18:33.628383,0.98,1634
2027,payment_issue,Issue paying service,"To resolve payment for service, try verify billing address. If needed, contact your bank.",2024-12-06T00:33:56.628383,0.86,1634
2028,order_status,Order #40897 status please,I've checked order #40897. Status: shipped. Expected arrival: in 2 days.,2024-11-27T16:56:47.628383,0.76,1634
2029,product_inquiry,Price of tablet?,"Yes, tablet is in stock. The price is $938 and 20% discount.",2024-11-30T22:35:24.628383,0.8,1634
2030,technical_support,How to fix update,"To fix update, try: restart the device. If that doesn't work, contact support.",2024-12-21T10:14:29.628383,0.78,1634
2031,greeting,morning,Hi there! Need any help?,2024-12-22T08:26:13.628383,0.96,1635
2032,product_inquiry,Do you have laptop in stock?,laptop is available. Priced at $540 with free shipping.,2024-12-05T10:31:51.628383,0.95,1635
2033,order_status,Order #15321 status please,Your order #15321 is processing. Estimated delivery: by end of week.,2024-12-02T23:25:55.628383,0.84,1635
2034,greeting,greetings,Hi there!,2024-12-18T08:08:00.628383,0.96,1636
2035,payment_issue,Problem paying service,"To resolve payment for service, try check card details. If needed, contact your bank.",2024-12-01T04:27:53.628383,0.94,1636
2036,payment_issue,Can't pay for purchase,"For the payment issue with purchase, please verify billing address. Then contact your bank.",2024-12-06T18:47:46.628383,0.83,1636
2037,greeting,yo,Hi there! Need any help?,2024-11-29T02:10:19.628383,0.98,1637
2038,goodbye,peace,"Goodbye, take care!",2024-12-18T04:06:07.628383,0.98,1637
2039,greeting,hi,Hello! How may I help you?,2024-12-07T15:10:51.628383,0.98,1637
2040,greeting,hello!,Hey there!,2024-12-09T20:46:32.628383,0.98,1638
2041,technical_support,Issue with app,"To fix app, try: restart the device. If that doesn't work, contact support.",2024-11-24T02:45:37.628383,0.94,1638
2042,product_inquiry,Price of keyboard?,We have keyboard. It costs $272 and comes with 20% discount.,2024-12-20T17:34:39.628383,0.9,1638
2043,technical_support,Help with login,"To fix login, try: clear cache. If that doesn't work, try safe mode.",2024-11-27T02:02:02.628383,0.84,1638
